Data Filename,compound,Sample ID,Sample Name,Ret. Time,Area,Relative Retention Time,Peak Start,Peak End,Height,Std. Conc.,Conc.,T.Plate#,Width(5%),Width(50%)
20190517_055.lcd,butyrate,A10,A10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_056.lcd,butyrate,B10,B10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_057.lcd,butyrate,C10,C10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_058.lcd,butyrate,D10,D10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_059.lcd,butyrate,E10,E10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_060.lcd,butyrate,A11,A11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_061.lcd,butyrate,B11,B11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_062.lcd,butyrate,C11,C11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_063.lcd,butyrate,D11,D11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_064.lcd,butyrate,E11,E11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_065.lcd,butyrate,A12,A12,22.556,8590,1.472,22.117,23.325,260,-----,0.26077,9869.836,1.025,0.532
20190517_066.lcd,butyrate,B12,B12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_067.lcd,butyrate,C12,C12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_068.lcd,butyrate,D12,D12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_069.lcd,butyrate,E12,E12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_070.lcd,butyrate,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_071.lcd,butyrate,STD-0111,40 mM Mix,22.445,1735984,1.467,21.558,24.292,37016,-----,52.70271,7476.432,0,0.601
20190517_072.lcd,butyrate,STD-0112,20 mM Mix,22.489,745082,1.468,21.55,24.208,17535,-----,22.61993,8255.342,0,0.573
20190517_073.lcd,butyrate,STD-0113,10 mM Mix,22.509,368424,1.468,21.608,24.225,8655,-----,11.18499,8161.549,0,0.577
20190517_074.lcd,butyrate,STD-0114,5 mM Mix,22.523,219881,1.468,21.625,24.275,4607,-----,6.67537,7562.695,0,0.599
20190517_075.lcd,butyrate,STD-0115,2.5 mM Mix,22.518,96560,1.467,21.575,23.908,2300,-----,2.93145,8223.792,0,0.574
20190517_076.lcd,butyrate,STD-0116,1 mM Mix,22.525,34257,1.467,21.892,23.567,893,-----,1.04,8212.608,0,0.563
20190517_077.lcd,butyrate,STD-0117,0.5 mM Mix,22.533,14592,1.467,21.958,23.45,414,-----,0.443,9331.499,1.208,0.537
20190517_078.lcd,butyrate,STD-0118,0.25 mM Mix,22.53,6509,1.468,22.058,23.292,200,-----,0.1976,9918.054,1.057,0.514
20190517_079.lcd,butyrate,STD-0119,0.1 mM Mix,22.55,1864,1.468,22.133,22.942,70,-----,0.0566,14515.443,0.758,0.449
20190517_000.lcd,isovalerate,BLANK,No injection,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_001.lcd,isovalerate,STD-0111,40 mM Mix,25.921,1797854,1.693,24.208,27.633,33947,-----,51.85823,7126.823,2.316,0.714
20190517_002.lcd,isovalerate,STD-0112,20 mM Mix,25.993,799910,1.695,24.383,27.675,16271,-----,23.07303,7601.929,1.943,0.693
20190517_003.lcd,isovalerate,STD-0113,10 mM Mix,26.051,375836,1.696,24.533,27.7,7882,-----,10.84081,7694.526,1.821,0.69
20190517_004.lcd,isovalerate,STD-0114,5 mM Mix,26.049,191290,1.696,24.425,27.517,4031,-----,5.51767,7645.723,1.812,0.688
20190517_005.lcd,isovalerate,STD-0115,2.5 mM Mix,26.055,96955,1.696,24.75,27.283,2084,-----,2.79661,7901.438,1.74,0.684
20190517_006.lcd,isovalerate,STD-0116,1 mM Mix,26.056,36578,1.696,25,27.125,814,-----,1.05507,7957.083,1.625,0.674
20190517_007.lcd,isovalerate,STD-0117,0.5 mM Mix,26.077,17008,1.698,25.442,27,396,-----,0.4906,8702.614,0,0.667
20190517_008.lcd,isovalerate,STD-0118,0.25 mM Mix,26.059,6699,1.696,25.533,26.867,173,-----,0.19324,10576.735,1.209,0.626
20190517_009.lcd,isovalerate,STD-0119,0.1 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_010.lcd,isovalerate,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_011.lcd,isovalerate,A1,A1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_012.lcd,isovalerate,B1,B1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_013.lcd,isovalerate,C1,C1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_014.lcd,isovalerate,E1,E1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_015.lcd,isovalerate,F1,F1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_016.lcd,isovalerate,A2,A2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_017.lcd,isovalerate,B2,B2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_018.lcd,isovalerate,C2,C2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_019.lcd,isovalerate,D2,D2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_020.lcd,isovalerate,E2,E2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_021.lcd,isovalerate,A3,A3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_022.lcd,isovalerate,B3,B3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_023.lcd,isovalerate,C3,C3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_024.lcd,isovalerate,D3,D3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_025.lcd,isovalerate,E3,E3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_026.lcd,isovalerate,A4,A4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_027.lcd,isovalerate,B4,B4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_028.lcd,isovalerate,D4,D4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_029.lcd,isovalerate,E4,E4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_030.lcd,isovalerate,F4,F4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_031.lcd,isovalerate,A5,A5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_032.lcd,isovalerate,B5,B5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_033.lcd,isovalerate,D5,D5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_034.lcd,isovalerate,E5,E5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_035.lcd,isovalerate,A6,A6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_036.lcd,isovalerate,B6,B6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_037.lcd,isovalerate,C6,C6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_038.lcd,isovalerate,D6,D6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_039.lcd,isovalerate,E6,E6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_040.lcd,isovalerate,A7,A7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_041.lcd,isovalerate,B7,B7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_042.lcd,isovalerate,C7,C7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_043.lcd,isovalerate,D7,D7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_044.lcd,isovalerate,E7,E7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_045.lcd,isovalerate,A8,A8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_046.lcd,isovalerate,B8,B8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_047.lcd,isovalerate,C8,C8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_048.lcd,isovalerate,D8,D8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_049.lcd,isovalerate,E8,E8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_050.lcd,isovalerate,A9,A9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_051.lcd,isovalerate,B9,B9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_052.lcd,isovalerate,C9,C9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_053.lcd,isovalerate,D9,D9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_054.lcd,isovalerate,E9,E9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_055.lcd,isovalerate,A10,A10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_056.lcd,isovalerate,B10,B10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_057.lcd,isovalerate,C10,C10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_058.lcd,isovalerate,D10,D10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_059.lcd,isovalerate,E10,E10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_060.lcd,isovalerate,A11,A11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_061.lcd,isovalerate,B11,B11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_062.lcd,isovalerate,C11,C11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_063.lcd,isovalerate,D11,D11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_064.lcd,isovalerate,E11,E11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_065.lcd,isovalerate,A12,A12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_066.lcd,isovalerate,B12,B12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_067.lcd,isovalerate,C12,C12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_068.lcd,isovalerate,D12,D12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_069.lcd,isovalerate,E12,E12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_070.lcd,isovalerate,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_071.lcd,isovalerate,STD-0111,40 mM Mix,25.912,1777029,1.694,24.292,27.683,31878,-----,51.25754,6562.558,2.539,0.744
20190517_072.lcd,isovalerate,STD-0112,20 mM Mix,25.976,795517,1.695,24.35,27.733,15443,-----,22.94629,7118.757,2.122,0.716
20190517_073.lcd,isovalerate,STD-0113,10 mM Mix,26.008,373282,1.696,24.508,27.733,7553,-----,10.76715,7287.01,1.931,0.708
20190517_074.lcd,isovalerate,STD-0114,5 mM Mix,26.027,248175,1.696,24.617,27.65,4173,-----,7.15847,6397.632,0,0.755
20190517_075.lcd,isovalerate,STD-0115,2.5 mM Mix,26.024,97731,1.696,24.717,27.492,2006,-----,2.81901,7396.924,1.881,0.704
20190517_076.lcd,isovalerate,STD-0116,1 mM Mix,26.031,35805,1.696,25.225,27.208,777,-----,1.03277,7771.761,1.687,0.691
20190517_077.lcd,isovalerate,STD-0117,0.5 mM Mix,26.031,15943,1.695,25.308,27.142,365,-----,0.45987,8432.678,1.493,0.676
20190517_078.lcd,isovalerate,STD-0118,0.25 mM Mix,26.078,6252,1.699,25.525,26.908,165,-----,0.18035,10269.013,1.206,0.609
20190517_079.lcd,isovalerate,STD-0119,0.1 mM Mix,26.067,1396,1.697,25.917,26.567,60,-----,0.04025,21951.864,0,0
20190517_000.lcd,valerate,BLANK,No injection,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_001.lcd,valerate,STD-0111,40 mM Mix,32.237,1552995,2.106,29.825,36.092,24439,-----,52.42725,7595.794,2.634,0.862
20190517_002.lcd,valerate,STD-0112,20 mM Mix,32.346,728541,2.109,30.092,35.442,11824,-----,24.59466,7917.995,2.532,0.846
20190517_003.lcd,valerate,STD-0113,10 mM Mix,32.438,341309,2.112,30.3,34.5,5731,-----,11.5222,8085.794,2.397,0.841
20190517_004.lcd,valerate,STD-0114,5 mM Mix,32.421,167539,2.111,30.75,34.1,2927,-----,5.65592,8230.322,2.204,0.83
20190517_005.lcd,valerate,STD-0115,2.5 mM Mix,32.428,83368,2.111,31.075,33.958,1513,-----,2.8144,8648.304,2.003,0.82
20190517_006.lcd,valerate,STD-0116,1 mM Mix,32.436,28452,2.111,31.608,33.608,569,-----,0.9605,9086.9,1.643,0.781
20190517_007.lcd,valerate,STD-0117,0.5 mM Mix,32.436,13107,2.111,31.667,33.367,274,-----,0.44246,10395.655,1.524,0.76
20190517_008.lcd,valerate,STD-0118,0.25 mM Mix,32.422,6105,2.11,31.917,33.258,138,-----,0.20608,11172.556,0,0.739
20190517_009.lcd,valerate,STD-0119,0.1 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_010.lcd,valerate,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_011.lcd,valerate,A1,A1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_012.lcd,valerate,B1,B1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_013.lcd,valerate,C1,C1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_014.lcd,valerate,E1,E1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_015.lcd,valerate,F1,F1,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_016.lcd,valerate,A2,A2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_017.lcd,valerate,B2,B2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_018.lcd,valerate,C2,C2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_019.lcd,valerate,D2,D2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_020.lcd,valerate,E2,E2,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_021.lcd,valerate,A3,A3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_022.lcd,valerate,B3,B3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_023.lcd,valerate,C3,C3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_024.lcd,valerate,D3,D3,32.708,3249,2.134,31.975,32.717,139,-----,0.1097,--,0,0
20190517_025.lcd,valerate,E3,E3,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_026.lcd,valerate,A4,A4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_027.lcd,valerate,B4,B4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_028.lcd,valerate,D4,D4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_029.lcd,valerate,E4,E4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_030.lcd,valerate,F4,F4,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_031.lcd,valerate,A5,A5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_032.lcd,valerate,B5,B5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_033.lcd,valerate,D5,D5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_034.lcd,valerate,E5,E5,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_035.lcd,valerate,A6,A6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_036.lcd,valerate,B6,B6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_037.lcd,valerate,C6,C6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_038.lcd,valerate,D6,D6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_039.lcd,valerate,E6,E6,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_040.lcd,valerate,A7,A7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_041.lcd,valerate,B7,B7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_042.lcd,valerate,C7,C7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_043.lcd,valerate,D7,D7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_044.lcd,valerate,E7,E7,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_045.lcd,valerate,A8,A8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_046.lcd,valerate,B8,B8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_047.lcd,valerate,C8,C8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_048.lcd,valerate,D8,D8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_049.lcd,valerate,E8,E8,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_050.lcd,valerate,A9,A9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_051.lcd,valerate,B9,B9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_052.lcd,valerate,C9,C9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_053.lcd,valerate,D9,D9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_054.lcd,valerate,E9,E9,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_055.lcd,valerate,A10,A10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_056.lcd,valerate,B10,B10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_057.lcd,valerate,C10,C10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_058.lcd,valerate,D10,D10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_059.lcd,valerate,E10,E10,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_060.lcd,valerate,A11,A11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_061.lcd,valerate,B11,B11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_062.lcd,valerate,C11,C11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_063.lcd,valerate,D11,D11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_064.lcd,valerate,E11,E11,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_065.lcd,valerate,A12,A12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_066.lcd,valerate,B12,B12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_067.lcd,valerate,C12,C12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_068.lcd,valerate,D12,D12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_069.lcd,valerate,E12,E12,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_070.lcd,valerate,BLANK,Water,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_071.lcd,valerate,STD-0111,40 mM Mix,32.264,1578500,2.109,29.75,36.15,23107,-----,53.28827,6889.128,3.01,0.905
20190517_072.lcd,valerate,STD-0112,20 mM Mix,32.351,735506,2.112,30.067,35.808,11261,-----,24.82982,7375.729,2.825,0.877
20190517_073.lcd,valerate,STD-0113,10 mM Mix,32.376,341450,2.112,30.467,34.908,5506,-----,11.52695,7633.65,2.554,0.864
20190517_074.lcd,valerate,STD-0114,5 mM Mix,32.383,172455,2.11,30.492,34.275,2832,-----,5.82186,7677.906,2.46,0.863
20190517_075.lcd,valerate,STD-0115,2.5 mM Mix,32.372,84363,2.11,31.042,34.017,1460,-----,2.84799,7865.157,2.211,0.844
20190517_076.lcd,valerate,STD-0116,1 mM Mix,32.397,29223,2.11,31.425,33.617,555,-----,0.98655,8656.705,1.802,0.814
20190517_077.lcd,valerate,STD-0117,0.5 mM Mix,32.413,13177,2.11,31.708,33.392,264,-----,0.44485,9395.893,0,0.798
20190517_078.lcd,valerate,STD-0118,0.25 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
20190517_079.lcd,valerate,STD-0119,0.1 mM Mix,-----,-----,,-----,-----,-----,-----,-----,-----,-----,-----
