	sampleID	seqID	patientID	timepoint	type	group	seqsuccess	cecum_result	group2	Bacteroidales_S24-7_group	Bacteroidaceae	Rikenellaceae	Bacteroidales_unclassified	Porphyromonadaceae	Bacteroidetes_unclassified	Prevotellaceae	Flavobacteriaceae	Coriobacteriaceae	Bifidobacteriaceae	Actinobacteria_unclassified	Corynebacteriaceae	Microbacteriaceae	Pseudonocardiaceae	Actinobacteria_unclassified2	Dermabacteraceae	Micrococcaceae	Nocardiaceae	Dietziaceae	Mycobacteriaceae	Cellulomonadaceae	Brevibacteriaceae	Nocardioidaceae	Streptomycetaceae	Nocardiopsaceae	Bacteria_unclassified	Chloroplast_fa	Obscuribacterales_fa	Cyanobacteria_unclassified	Cyanobacteria_unclassified2	Methanobacteriaceae	Lachnospiraceae	Lactobacillaceae	Ruminococcaceae	Peptostreptococcaceae	Erysipelotrichaceae	Clostridiales_unclassified	Staphylococcaceae	Bacillaceae	Listeriaceae	Enterococcaceae	Family_XIII	Firmicutes_unclassified	Clostridiaceae_1	Christensenellaceae	Streptococcaceae	Bacillales_unclassified	Lactobacillales_unclassified	Bacilli_unclassified	Clostridia_unclassified	Leuconostocaceae	Peptococcaceae	Veillonellaceae	Paenibacillaceae	Family_XI	Clostridiaceae_4	Carnobacteriaceae	Planococcaceae	Fusobacteriaceae	Enterobacteriaceae	Alphaproteobacteria_unclassified	Pseudomonadaceae	Mitochondria	Oxalobacteraceae	Sphingomonadaceae	Aeromonadaceae	Alcaligenaceae	Comamonadaceae	Rhizobiaceae	Campylobacteraceae	Moraxellaceae	Xanthomonadaceae	Bradyrhizobiaceae	Hyphomicrobiaceae	Brucellaceae	Methylobacteriaceae	Hydrogenophilaceae	Caulobacteraceae	Aurantimonadaceae	Neisseriaceae	Beijerinckiaceae	Phyllobacteriaceae	Shewanellaceae	Gammaproteobacteria_unclassified	Unknown_Family	Mollicutes_unclassified	Mollicutes_RF9_fa	Acholeplasmataceae	Anaeroplasmataceae	Entomoplasmataceae	Verrucomicrobiaceae	Verrucomicrobiales_unclassified	Verrucomicrobia_unclassified
1	taxon	NA	NA	NA	NA	NA	NA	NA	NA	Bacteroidales_S24-7_group	Bacteroidaceae	Rikenellaceae	Bacteroidales_unclassified	Porphyromonadaceae	Bacteroidetes_unclassified	Prevotellaceae	Flavobacteriaceae	Coriobacteriaceae	Bifidobacteriaceae	Actinobacteria_unclassified	Corynebacteriaceae	Microbacteriaceae	Pseudonocardiaceae	Actinobacteria_unclassified2	Dermabacteraceae	Micrococcaceae	Nocardiaceae	Dietziaceae	Mycobacteriaceae	Cellulomonadaceae	Brevibacteriaceae	Nocardioidaceae	Streptomycetaceae	Nocardiopsaceae	Bacteria_unclassified	Chloroplast_fa	Obscuribacterales_fa	Cyanobacteria_unclassified	Cyanobacteria_unclassified2	Methanobacteriaceae	Lachnospiraceae	Lactobacillaceae	Ruminococcaceae	Peptostreptococcaceae	Erysipelotrichaceae	Clostridiales_unclassified	Staphylococcaceae	Bacillaceae	Listeriaceae	Enterococcaceae	Family_XIII	Firmicutes_unclassified	Clostridiaceae_1	Christensenellaceae	Streptococcaceae	Bacillales_unclassified	Lactobacillales_unclassified	Bacilli_unclassified	Clostridia_unclassified	Leuconostocaceae	Peptococcaceae	Veillonellaceae	Paenibacillaceae	Family_XI	Clostridiaceae_4	Carnobacteriaceae	Planococcaceae	Fusobacteriaceae	Enterobacteriaceae	Alphaproteobacteria_unclassified	Pseudomonadaceae	Mitochondria	Oxalobacteraceae	Sphingomonadaceae	Aeromonadaceae	Alcaligenaceae	Comamonadaceae	Rhizobiaceae	Campylobacteraceae	Moraxellaceae	Xanthomonadaceae	Bradyrhizobiaceae	Hyphomicrobiaceae	Brucellaceae	Methylobacteriaceae	Hydrogenophilaceae	Caulobacteraceae	Aurantimonadaceae	Neisseriaceae	Beijerinckiaceae	Phyllobacteriaceae	Shewanellaceae	Gammaproteobacteria_unclassified	Unknown_Family	Mollicutes_unclassified	Mollicutes_RF9_fa	Acholeplasmataceae	Anaeroplasmataceae	Entomoplasmataceae	Verrucomicrobiaceae	Verrucomicrobiales_unclassified	Verrucomicrobia_unclassified
2	X17371n12	NA	NA	NA	NA	NA	NA	NA	NA	46.83865793	 3.78291672	 0.38764871	 0.76193022	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.13367197	 0.06683598	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 2.74027536	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	26.30664350	 3.50220559	 4.10372945	 0.00000000	 6.04197300	 0.37428151	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.04010159	 2.59323620	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.01336720	 0.00000000	 0.02673439	 0.00000000	 0.00000000	 0.00000000	 1.00253977	 0.00000000	 0.02673439	 0.00000000	 0.28071113	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.04010159	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.93570378	 0.00000000	 0.00000000
3	X17371n14	NA	NA	NA	NA	NA	NA	NA	NA	31.503668617	 1.300269342	 6.622086004	 1.619144918	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.975202006	 0.770873967	 0.003095879	 0.000000000	 0.000000000	 0.009287638	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 1.953499892	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	34.909135940	 4.705736664	 7.430110523	 0.000000000	 6.458004396	 1.055694870	 0.003095879	 0.000000000	 0.000000000	 0.000000000	 0.219807436	 0.021671156	 0.000000000	 0.000000000	 0.021671156	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.006191759	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.037150553	 0.000000000	 0.000000000	 0.000000000	 0.021671156	 0.000000000	 0.000000000	 0.000000000	 0.009287638	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.102164020	 0.049534070	 0.000000000	 0.000000000	 0.000000000	 0.191944522	 0.000000000	 0.000000000
4	X17371p00	NA	NA	NA	NA	NA	NA	NA	NA	52.266089363	 0.052521008	 0.001281000	 0.338184054	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 2.114931338	 0.000000000	 0.010248002	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.001281000	 0.000000000	 0.000000000	 0.000000000	 0.120414019	 0.000000000	 0.002562000	 0.000000000	 0.000000000	 0.000000000	 0.006405001	23.351352736	 0.003843001	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.001281000	 0.000000000	 0.000000000	 0.002562000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.003843001	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.003843001	 0.000000000	 0.000000000	 0.002562000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.001281000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	21.587415454	 0.117852019	 0.010248002
5	X17371p01	NA	NA	NA	NA	NA	NA	NA	NA	21.880279253	15.912560298	 0.000000000	 0.124157864	 0.004070750	 0.000000000	 0.000000000	 0.000000000	 3.586330423	 0.000000000	 0.002035375	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 6.507093281	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.323624595	 9.784046732	 0.036636747	 0.002035375	 0.183183733	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.004070750	 0.000000000	 0.132299363	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.002035375	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	22.383016833	 0.000000000	 0.000000000	 0.000000000	 0.002035375	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	19.057214386	 0.038672121	 0.034601372
6	X17371p03	NA	NA	NA	NA	NA	NA	NA	NA	25.847681092	23.975492477	 0.000000000	 0.248177447	 0.006204436	 0.000000000	 0.000000000	 0.000000000	 3.593919653	 0.097719870	 0.010857763	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 7.268496975	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 7.457732279	 1.304482705	10.097719870	 0.003102218	 0.173724213	 0.322630681	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.155110904	 0.183030867	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.003102218	 0.000000000	 0.000000000	 0.003102218	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 4.335349775	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	14.778966961	 0.119435396	 0.013959981
7	X17371p04	NA	NA	NA	NA	NA	NA	NA	NA	24.824898760	14.968290757	 0.001273464	 0.407508341	 0.000000000	 0.001273464	 0.000000000	 0.000000000	 1.130835647	 0.113338257	 0.002546927	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 8.041922421	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	19.598604284	 0.942363039	16.719303161	 0.001273464	 0.049665079	 0.501744645	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.138807529	 0.224129588	 0.000000000	 0.014008099	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.001273464	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.103150549	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	12.147568958	 0.062399715	 0.003820391
8	X17371p06	NA	NA	NA	NA	NA	NA	NA	NA	35.710082674	 3.986583895	 0.044131925	 0.700226544	 0.000000000	 0.001471064	 0.000000000	 0.000000000	 2.955367913	 0.310394539	 0.001471064	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	11.325723028	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 6.316749537	 2.759716379	18.622201300	 0.004413193	 0.052958310	 0.351584336	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.086792786	 0.395716261	 0.000000000	 0.008826385	 0.001471064	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.001471064	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.013239578	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	16.244961605	 0.092677043	 0.011768513
9	X17371p07	NA	NA	NA	NA	NA	NA	NA	NA	30.64930663	 4.12912701	 0.10167481	 0.25418703	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 2.23684582	 0.33326743	 0.01412150	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	10.15618381	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 6.97037309	 0.64676476	22.61699664	 0.00282430	 0.02259440	 0.30784873	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.05366171	 0.32197023	 0.00000000	 0.00282430	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00282430	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	 0.00000000	21.04103708	 0.13274211	 0.00282430
10	X17371p09	NA	NA	NA	NA	NA	NA	NA	NA	32.066423589	 4.047770027	 0.919467343	 0.723948425	 0.000000000	 0.001321074	 0.000000000	 0.000000000	 1.227277531	 0.121538787	 0.015852885	 0.000000000	 0.000000000	 0.002642148	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 5.520767280	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	18.748678926	 0.351405622	15.243870218	 0.001321074	 0.014531811	 1.413548933	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.165134221	 0.215335024	 0.000000000	 0.015852885	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.003963221	 0.000000000	 0.000000000	 0.000000000	 0.003963221	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	 0.000000000	19.056489114	 0.110970197	 0.007926443
