OTU	Size	Taxonomy	taxname	phylum	family
Otu0123	4306	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Caproiciproducens(100);	Otu0123_Caproiciproducens	Firmicutes	Caproiciproducens
Otu0124	4081	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0124_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0125	3954	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-014(100);	Otu0125_Ruminococcaceae_UCG-014	Firmicutes	Ruminococcaceae_UCG-014
Otu0126	3883	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Butyrivibrio(99);	Otu0126_Butyrivibrio	Firmicutes	Butyrivibrio
Otu0127	3838	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0127_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0128	3697	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0128_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0129	3685	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu0129_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu0130	3646	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Coprobacillus(100);	Otu0130_Coprobacillus	Firmicutes	Coprobacillus
Otu0131	3638	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0131_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0132	3607	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0132_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0133	3446	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0133_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0134	3395	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Blautia(100);	Otu0134_Blautia	Firmicutes	Blautia
Otu0135	3238	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_UCG-006(100);	Otu0135_Lachnospiraceae_UCG-006	Firmicutes	Lachnospiraceae_UCG-006
Otu0136	3173	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Family_XIII(100);Family_XIII_ge(100);	Otu0136_Family_XIII_ge	Firmicutes	Family_XIII_ge
Otu0137	3090	Bacteria(100);Actinobacteria(100);Coriobacteriia(100);Coriobacteriales(100);Coriobacteriaceae(100);Eggerthella(100);	Otu0137_Eggerthella	Actinobacteria	Eggerthella
Otu0138	3064	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0138_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0139	3043	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiales_unclassified(92);Verrucomicrobiales_unclassified(92);	Otu0139_Verrucomicrobiales_unclassified	Verrucomicrobia	Verrucomicrobiales_unclassified
Otu0140	2926	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(99);	Otu0140_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu0141	2861	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0141_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0142	2852	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Syntrophococcus(99);	Otu0142_Syntrophococcus	Firmicutes	Syntrophococcus
Otu0143	2851	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0143_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0144	2806	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Butyricicoccus(100);	Otu0144_Butyricicoccus	Firmicutes	Butyricicoccus
Otu0145	2804	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0145_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0146	2763	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0146_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0147	2644	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-014(100);	Otu0147_Ruminococcaceae_UCG-014	Firmicutes	Ruminococcaceae_UCG-014
Otu0148	2625	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0148_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0149	2596	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0149_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0150	2500	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0150_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0151	2422	Bacteria(100);Actinobacteria(100);Coriobacteriia(100);Coriobacteriales(100);Coriobacteriaceae(100);Eggerthella(100);	Otu0151_Eggerthella	Actinobacteria	Eggerthella
Otu0152	2392	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Family_XIII(100);Family_XIII_unclassified(100);	Otu0152_Family_XIII_unclassified	Firmicutes	Family_XIII_unclassified
Otu0153	2385	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0153_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0154	2295	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0154_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu0155	2288	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0155_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0156	2276	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(100);	Otu0156_uncultured	Firmicutes	uncultured
Otu0157	2190	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0157_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0158	2173	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0158_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0159	2172	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(61);	Otu0159_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0160	2140	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0160_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0161	2027	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminiclostridium_6(100);	Otu0161_Ruminiclostridium_6	Firmicutes	Ruminiclostridium_6
Otu0162	2021	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0162_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0163	2001	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(99);	Otu0163_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0164	1940	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0164_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0165	1903	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0165_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu0166	1903	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0166_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0167	1740	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(99);Ruminococcaceae_unclassified(99);	Otu0167_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu0168	1721	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0168_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0169	1706	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu0169_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu0170	1704	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0170_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0171	1697	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0171_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0172	1668	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0172_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0173	1668	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(99);	Otu0173_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0174	1606	Bacteria(100);Actinobacteria(100);Coriobacteriia(100);Coriobacteriales(100);Coriobacteriaceae(100);Olsenella(100);	Otu0174_Olsenella	Actinobacteria	Olsenella
Otu0175	1535	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0175_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0176	1528	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(97);Verrucomicrobiaceae_unclassified(96);	Otu0176_Verrucomicrobiaceae_unclassified	Verrucomicrobia	Verrucomicrobiaceae_unclassified
Otu0177	1521	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(97);Ruminococcaceae_unclassified(97);	Otu0177_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu0178	1497	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Family_XIII(100);Family_XIII_ge(100);	Otu0178_Family_XIII_ge	Firmicutes	Family_XIII_ge
Otu0179	1471	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0179_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0180	1424	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0180_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0181	1419	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0181_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0182	1409	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(99);	Otu0182_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu0183	1407	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0183_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0184	1383	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Family_XIII(100);Family_XIII_unclassified(100);	Otu0184_Family_XIII_unclassified	Firmicutes	Family_XIII_unclassified
Otu0185	1373	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(94);	Otu0185_uncultured	Firmicutes	uncultured
Otu0186	1348	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(95);Verrucomicrobiaceae_unclassified(95);	Otu0186_Verrucomicrobiaceae_unclassified	Verrucomicrobia	Verrucomicrobiaceae_unclassified
Otu0187	1342	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0187_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0188	1299	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0188_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0189	1270	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu0189_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu0190	1270	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-002(100);	Otu0190_Ruminococcaceae_UCG-002	Firmicutes	Ruminococcaceae_UCG-002
Otu0191	1244	Bacteria(100);Actinobacteria(100);Coriobacteriia(100);Coriobacteriales(100);Coriobacteriaceae(100);Eggerthella(100);	Otu0191_Eggerthella	Actinobacteria	Eggerthella
Otu0192	1186	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(99);	Otu0192_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0193	1175	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0193_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0194	1156	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0194_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0195	1154	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_UCG-006(100);	Otu0195_Lachnospiraceae_UCG-006	Firmicutes	Lachnospiraceae_UCG-006
Otu0196	1121	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(89);	Otu0196_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu0197	1117	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0197_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0198	993	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu0198_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu0199	983	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Syntrophococcus(100);	Otu0199_Syntrophococcus	Firmicutes	Syntrophococcus
Otu0200	982	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Tyzzerella(100);	Otu0200_Tyzzerella	Firmicutes	Tyzzerella
Otu0201	978	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(98);	Otu0201_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0202	957	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Oscillospira(96);	Otu0202_Oscillospira	Firmicutes	Oscillospira
Otu0203	947	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0203_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0204	942	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0204_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0205	939	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0205_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu0206	927	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Tyzzerella(100);	Otu0206_Tyzzerella	Firmicutes	Tyzzerella
Otu0207	879	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_unclassified(100);Bacteroidales_unclassified(100);	Otu0207_Bacteroidales_unclassified	Bacteroidetes	Bacteroidales_unclassified
Otu0208	874	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0208_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0209	815	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0209_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu0210	810	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu0210_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu0211	802	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0211_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0212	779	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(98);	Otu0212_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu0213	769	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0213_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu0214	761	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(57);Clostridiales_unclassified(57);	Otu0214_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu0215	756	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0215_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0216	750	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(98);	Otu0216_uncultured	Firmicutes	uncultured
Otu0217	743	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-014(100);	Otu0217_Ruminococcaceae_UCG-014	Firmicutes	Ruminococcaceae_UCG-014
Otu0218	737	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0218_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0219	731	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_NK4A136_group(100);	Otu0219_Lachnospiraceae_NK4A136_group	Firmicutes	Lachnospiraceae_NK4A136_group
Otu0220	724	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0220_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0221	719	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0221_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
